Customer_Loyalty_ID,Gender,Geographic_Region,Loyalty_Status,Neigborhood_Cluster-55_Level,Neighborhood_Cluster-7_Level,Television_Region,Affluence_Grade,Age,Frequency,Frequency_Percent,Loyalty_Card_Tenure,Organics_Purchase_Count,Organics_Purchase_Indicator,Total_Spend
10878971,F,North,Silver,51.0,F,N West,8,63,1,0.00%,12,1,1,2600.0
10879943,F,North,Tin,52.0,F,Yorkshire,7,45,1,0.00%,5,0,0,0.01
10889302,F,Midlands,Gold,39.0,E,Midlands,9,26,1,0.00%,2,1,1,12000.0
10890173,F,North,Gold,17.0,C,N East,12,76,1,0.00%,11,0,0,17638.18
10891617,M,Midlands,Platinum,33.0,D,East,11,62,1,0.00%,8,0,0,44100.01
10899588,M,Midlands,Gold,28.0,D,East,8,67,1,0.00%,7,0,0,6105.32
10908242,F,North,Tin,32.0,D,N East,7,58,1,0.00%,4,0,0,0.01
10911227,F,South East,Silver,10.0,B,London,12,40,1,0.00%,8,0,0,550.0
10911537,F,South East,Silver,14.0,B,London,8,50,1,0.00%,8,0,0,4000.0
10916865,F,South East,Gold,14.0,B,London,14,39,1,0.00%,2,1,1,6000.0
10920781,F,South East,Gold,4.0,A,London,14,40,1,0.00%,2,0,0,6000.0
10922725,F,Scottish,Silver,12.0,B,N Scot,13,55,1,0.00%,2,1,1,1500.0
10924183,F,North,Silver,20.0,C,N East,10,48,1,0.00%,12,0,0,952.11
10933050,F,Midlands,Silver,18.0,C,Midlands,9,41,1,0.00%,6,1,1,3053.82
10937110,M,South East,Silver,10.0,B,London,10,65,1,0.00%,8,0,0,3000.0
10941428,F,South East,Silver,33.0,D,S & S East,12,36,1,0.00%,11,1,1,780.0
10942629,U,South East,Tin,44.0,E,London,9,35,1,0.00%,5,0,0,0.01
10944605,F,Midlands,Tin,32.0,D,Wales & West,10,49,1,0.00%,5,0,0,0.01
10948600,M,Midlands,Tin,27.0,D,Wales & West,13,48,1,0.00%,4,0,0,0.01
10957650,F,South East,Silver,50.0,F,London,27,38,1,0.00%,10,3,1,1000.0
10962190,M,North,Gold,37.0,E,N East,9,64,1,0.00%,1,0,0,6000.0
10965483,M,South East,Gold,34.0,D,S & S East,6,43,1,0.00%,8,1,1,12105.32
10972331,F,South East,Gold,27.0,D,London,10,67,1,0.00%,8,0,0,6052.66
10972560,M,Scottish,Platinum,27.0,D,C Scotland,7,66,1,0.00%,17,0,0,50000.0
10977074,F,South East,Tin,19.0,C,S & S East,7,46,1,0.00%,9,0,0,0.01
10978577,U,South East,Silver,14.0,B,S & S East,5,54,1,0.00%,5,0,0,3000.0
10979700,U,Midlands,Silver,32.0,D,East,12,49,1,0.00%,3,0,0,4000.0
10980768,F,South East,Gold,13.0,B,S & S East,9,74,1,0.00%,17,0,0,18000.0
10985190,F,South East,Silver,24.0,C,London,12,45,1,0.00%,6,0,0,700.0
11002492,M,Scottish,Gold,10.0,B,N Scot,12,74,1,0.00%,12,0,0,6000.0
11003545,U,Midlands,Gold,38.0,E,Midlands,8,70,1,0.00%,4,0,0,10000.0
11003898,F,Midlands,Silver,44.0,E,Wales & West,13,74,1,0.00%,2,1,1,3000.0
11007915,F,Midlands,Tin,6.0,B,East,14,67,1,0.00%,8,0,0,0.01
11008431,U,Midlands,Gold,12.0,B,Midlands,4,55,1,0.00%,1,0,0,6000.0
11015039,M,South East,Silver,18.0,C,London,8,45,1,0.00%,5,0,0,3000.0
11017376,F,North,Tin,38.0,E,Yorkshire,9,39,1,0.00%,5,1,1,0.01
11023821,F,North,Gold,52.0,F,N West,12,68,1,0.00%,2,0,0,6000.0
11028416,F,North,Gold,32.0,D,Yorkshire,19,66,1,0.00%,4,1,1,20000.0
11030968,F,South East,Tin,34.0,D,London,10,47,1,0.00%,9,1,1,0.01
11034238,M,Midlands,Gold,28.0,D,East,8,65,1,0.00%,9,0,0,5384.25
11035137,U,South East,Silver,24.0,C,S & S East,7,68,1,0.00%,8,0,0,3000.0
11035218,F,Midlands,Silver,3.0,A,Midlands,10,72,1,0.00%,13,0,0,3000.0
11041560,F,South East,Silver,4.0,A,London,8,74,1,0.00%,11,0,0,4884.25
11045248,F,Scottish,Tin,5.0,B,N Scot,14,42,1,0.00%,10,1,1,0.01
11048220,F,South East,Gold,23.0,C,S & S East,5,74,1,0.00%,6,0,0,6000.01
11049391,M,South East,Gold,10.0,B,London,8,64,1,0.00%,7,0,0,6053.35
11051493,F,North,Tin,28.0,D,Yorkshire,9,33,1,0.00%,4,0,0,0.01
11056207,U,South East,Silver,25.0,C,London,6,57,1,0.00%,8,0,0,3000.0
11058439,M,South East,Tin,27.0,D,London,11,32,1,0.00%,4,0,0,0.01
11059117,F,Midlands,Gold,4.0,A,Midlands,7,54,1,0.00%,2,0,0,6000.0
11061839,M,South East,Silver,38.0,E,S & S East,8,76,1,0.00%,7,0,0,3000.0
11062169,M,Midlands,Silver,44.0,E,Midlands,6,43,1,0.00%,5,0,0,250.01
11064404,U,Midlands,Platinum,28.0,D,East,13,74,1,0.00%,6,0,0,31053.35
11066482,F,North,Gold,53.0,F,N East,6,42,1,0.00%,6,1,1,9000.0
11068523,F,North,Silver,52.0,F,Yorkshire,12,38,1,0.00%,5,1,1,0.02
11069171,F,Midlands,Tin,41.0,E,East,11,55,1,0.00%,9,0,0,0.01
11071966,F,Scottish,Silver,32.0,D,Border,4,58,1,0.00%,5,0,0,1040.01
11072490,F,South West,Tin,53.0,F,S West,9,36,1,0.00%,5,0,0,0.01
11074078,F,South East,Gold,25.0,C,London,9,75,1,0.00%,12,0,0,9985.0
11079711,F,South East,Gold,4.0,A,London,7,73,1,0.00%,7,0,0,6107.64
11080361,F,Midlands,Silver,19.0,C,Midlands,8,59,1,0.00%,2,0,0,35.0
11081562,F,South East,Gold,12.0,B,London,9,60,1,0.00%,10,0,0,8200.0
11081724,M,North,Gold,35.0,D,Yorkshire,7,59,1,0.00%,4,0,0,10000.0
11086122,F,Scottish,Gold,3.0,A,C Scotland,2,69,1,0.00%,32,0,0,6000.0
11086696,F,Scottish,Silver,32.0,D,C Scotland,5,70,1,0.00%,8,0,0,420.0
11090073,M,Midlands,Gold,14.0,B,Midlands,7,68,1,0.00%,18,1,1,6000.0
11091746,F,Midlands,Gold,25.0,C,Wales & West,7,51,1,0.00%,7,0,0,5543.57
11091975,M,South East,Tin,51.0,F,S & S East,3,45,1,0.00%,8,0,0,0.01
11094052,U,South East,Gold,33.0,D,S & S East,15,75,1,0.00%,1,0,0,7000.0
11101490,F,Midlands,Silver,53.0,F,Midlands,4,66,1,0.00%,8,1,1,4000.0
11102896,F,South East,Gold,4.0,A,London,8,37,1,0.00%,2,0,0,6000.0
11103612,M,South East,Silver,18.0,C,London,5,73,1,0.00%,8,0,0,3000.0
11104031,U,South East,Tin,30.0,D,S & S East,5,51,1,0.00%,9,0,0,0.01
11108789,F,Midlands,Gold,37.0,E,Wales & West,4,66,1,0.00%,6,0,0,6000.0
11112794,U,South East,Silver,14.0,B,London,6,67,1,0.00%,8,0,0,3000.0
11112964,M,South East,Tin,37.0,E,London,8,45,1,0.00%,9,0,0,0.01
11118563,F,South West,Silver,30.0,D,S West,6,51,1,0.00%,4,0,0,2600.0
11118652,F,North,Silver,12.0,B,N West,9,50,1,0.00%,21,0,0,4000.0
11123559,M,South East,Tin,52.0,F,London,5,51,1,0.00%,5,0,0,0.01
11125489,F,South East,Platinum,40.0,E,London,15,75,1,0.00%,7,0,0,31212.02
11130652,F,South East,Gold,25.0,C,London,4,69,1,0.00%,4,0,0,14000.0
11131624,F,Midlands,Tin,12.0,B,Midlands,9,59,1,0.00%,8,0,0,0.01
11133767,F,North,Tin,10.0,B,N West,7,35,1,0.00%,5,1,1,0.01
11137258,F,Midlands,Silver,28.0,D,Midlands,2,53,1,0.00%,20,0,0,50.0
11140798,F,South East,Gold,8.0,B,S & S East,14,66,1,0.00%,5,0,0,18000.0
11144467,F,South East,Gold,24.0,C,S & S East,8,65,1,0.00%,8,0,0,12000.0
11145382,M,Midlands,Silver,53.0,F,Midlands,7,50,1,0.00%,5,0,0,2000.0
11151994,M,South East,Silver,14.0,B,London,6,51,1,0.00%,5,0,0,4000.0
11152745,F,South East,Silver,6.0,B,S & S East,5,52,1,0.00%,11,0,0,600.0
11153024,F,South West,Platinum,24.0,C,S West,6,71,1,0.00%,4,0,0,21000.0
11153520,F,South East,Silver,4.0,A,London,2,67,1,0.00%,9,0,0,1000.0
11153555,M,Midlands,Tin,8.0,B,Wales & West,9,50,1,0.00%,5,0,0,0.01
11155981,F,South East,Gold,4.0,A,London,4,48,1,0.00%,1,0,0,6000.0
11161450,F,South East,Gold,36.0,E,London,8,70,1,0.00%,4,0,0,15000.0
11164883,F,South East,Tin,31.0,D,London,8,32,1,0.00%,8,1,1,0.01
11170808,F,North,Silver,44.0,E,Yorkshire,10,35,1,0.00%,2,1,1,500.0
11170832,F,North,Silver,30.0,D,N West,8,66,1,0.00%,4,0,0,3000.0
11174307,M,Scottish,Tin,47.0,F,C Scotland,8,49,1,0.00%,4,0,0,0.01
11175656,F,Scottish,Silver,24.0,C,C Scotland,8,67,1,0.00%,8,0,0,18.83
11182423,M,South East,Tin,38.0,E,London,12,31,1,0.00%,9,0,0,0.01
11184817,M,Midlands,Gold,49.0,F,East,12,65,1,0.00%,5,0,0,6000.0
11190450,F,Midlands,Silver,1.0,A,Wales & West,4,48,1,0.00%,1,0,0,1000.0
11190655,F,Midlands,Tin,23.0,C,East,9,45,1,0.00%,5,0,0,0.01
11194472,F,Midlands,Tin,38.0,E,Midlands,14,37,1,0.00%,.,1,1,0.01
11195304,F,North,Tin,32.0,D,N West,12,63,1,0.00%,4,0,0,0.01
11196718,F,South West,Silver,41.0,E,S West,6,45,1,0.00%,4,0,0,420.0
11197749,U,South West,Silver,30.0,D,S West,7,71,1,0.00%,14,0,0,3000.0
11198850,F,North,Tin,47.0,F,N West,6,44,1,0.00%,9,1,1,0.01
11199717,M,South East,Silver,50.0,F,London,8,56,1,0.00%,8,0,0,1500.0
11200456,F,South East,Tin,12.0,B,London,7,44,1,0.00%,5,0,0,0.01
11200790,F,South East,Silver,14.0,B,London,11,63,1,0.00%,7,0,0,4008.89
11202173,F,North,Silver,8.0,B,N East,10,49,1,0.00%,8,0,0,2.24
11205792,F,South West,Gold,34.0,D,S West,11,75,1,0.00%,2,1,1,6000.0
11210052,F,Midlands,Silver,16.0,C,Midlands,5,63,1,0.00%,5,0,0,1000.0
11213507,M,South East,Silver,22.0,C,London,10,41,1,0.00%,6,1,1,550.1
11214058,F,Midlands,Tin,33.0,D,Wales & West,6,47,1,0.00%,8,0,0,0.01
11216565,F,Midlands,Gold,16.0,C,East,12,59,1,0.00%,5,2,1,9000.0
11220856,F,Midlands,Silver,10.0,B,East,13,30,1,0.00%,5,2,1,2000.0
11232595,U,South East,Gold,52.0,F,London,7,34,1,0.00%,10,1,1,6105.32
11236965,F,South East,Gold,25.0,C,S & S East,5,63,1,0.00%,8,0,0,18500.0
11238984,F,South East,Gold,6.0,B,S & S East,8,64,1,0.00%,4,1,1,20000.0
11241322,F,Midlands,Silver,52.0,F,Wales & West,8,40,1,0.00%,5,1,1,0.1
11243066,M,Midlands,Gold,12.0,B,East,10,60,1,0.00%,2,0,0,12000.0
11245514,F,South East,Gold,24.0,C,S & S East,15,69,1,0.00%,2,1,1,6000.0
11253584,M,South East,Silver,12.0,B,London,14,39,1,0.00%,11,2,1,50.0
11260645,F,South East,Tin,8.0,B,S & S East,14,55,1,0.00%,8,1,1,0.01
11267224,F,South East,Tin,14.0,B,S & S East,12,59,1,0.00%,4,0,0,0.01
11267631,F,Midlands,Gold,39.0,E,Midlands,9,33,1,0.00%,1,1,1,10000.0
11275502,F,Midlands,Tin,25.0,C,Wales & West,6,34,1,0.00%,8,1,1,0.01
11275588,M,South East,Gold,38.0,E,London,15,48,1,0.00%,6,1,1,6000.0
11279486,U,South East,Tin,28.0,D,London,14,40,1,0.00%,9,0,0,0.01
11280182,M,North,Gold,10.0,B,N West,11,64,1,0.00%,2,0,0,6000.0
11282711,F,South East,Silver,27.0,D,S & S East,11,56,1,0.00%,9,2,1,1300.0
11285575,M,Midlands,Tin,42.0,E,Midlands,14,39,1,0.00%,8,1,1,0.01
11286423,M,Scottish,Gold,14.0,B,C Scotland,7,44,1,0.00%,8,0,0,14000.0
11287608,M,Scottish,Gold,1.0,A,C Scotland,6,32,1,0.00%,12,1,1,5264.0
11288612,F,South East,Silver,26.0,C,London,8,46,1,0.00%,1,0,0,4198.0
11293160,F,Midlands,Gold,52.0,F,East,9,59,1,0.00%,1,0,0,6000.0
11294396,F,South East,Silver,42.0,E,London,9,69,1,0.00%,30,0,0,2000.0
11297522,M,South East,Silver,3.0,A,London,9,77,1,0.00%,15,0,0,3000.0
11304219,U,Scottish,Silver,52.0,F,C Scotland,4,64,1,0.00%,5,0,0,1000.0
11307595,M,South East,Silver,4.0,A,London,6,79,1,0.00%,5,0,0,3000.0
11308710,F,South East,Gold,24.0,C,S & S East,6,51,1,0.00%,8,0,0,12000.0
11312122,M,North,Silver,50.0,F,N East,7,35,1,0.00%,7,0,0,3052.66
11317965,M,Scottish,Silver,52.0,F,C Scotland,9,44,1,0.00%,4,0,0,1000.0
11320311,F,Midlands,Tin,17.0,C,East,7,61,1,0.00%,8,0,0,0.01
11332573,F,South East,Silver,32.0,D,London,8,37,1,0.00%,1,1,1,100.0
11334509,M,South East,Gold,35.0,D,London,11,54,1,0.00%,5,0,0,6000.0
11337133,F,Midlands,Gold,18.0,C,Wales & West,6,76,1,0.00%,1,0,0,20000.0
11341637,F,Midlands,Gold,3.0,A,East,6,52,1,0.00%,5,0,0,6000.0
11343044,F,Midlands,Gold,19.0,C,Midlands,10,70,1,0.00%,4,1,1,6000.0
11344857,F,Midlands,Silver,33.0,D,East,7,41,1,0.00%,8,0,0,500.0
11346760,F,North,Gold,14.0,B,Yorkshire,10,56,1,0.00%,1,0,0,6000.0
11358815,M,Midlands,Tin,44.0,E,Midlands,8,59,1,0.00%,7,0,0,0.01
11360283,M,North,Silver,32.0,D,N East,13,61,1,0.00%,2,0,0,1200.0
11365471,F,Midlands,Silver,18.0,C,Wales & West,11,21,1,0.00%,2,2,1,3000.0
11367849,F,South East,Tin,25.0,C,London,9,35,1,0.00%,7,1,1,0.01
11372613,M,South East,Silver,3.0,A,S & S East,3,57,1,0.00%,9,0,0,0.02
11380225,F,Midlands,Gold,51.0,F,Midlands,11,43,1,0.00%,9,0,0,5552.66
11380519,F,South East,Silver,13.0,B,S & S East,10,60,1,0.00%,5,0,0,3000.0
11387246,F,South East,Gold,28.0,D,London,6,52,1,0.00%,2,0,0,16000.0
11392681,F,South West,Tin,27.0,D,S West,7,41,1,0.00%,13,1,1,0.01
11393815,U,South East,Gold,24.0,C,S & S East,10,45,1,0.00%,25,0,0,11000.0
11398280,M,South East,Silver,48.0,F,London,9,47,1,0.00%,6,0,0,4750.0
11402156,F,Midlands,Silver,44.0,E,Wales & West,9,59,1,0.00%,11,0,0,1251.6
11403624,F,South East,Gold,15.0,B,S & S East,8,53,1,0.00%,10,0,0,6053.34
11403969,F,Midlands,Gold,27.0,D,Midlands,13,55,1,0.00%,.,0,0,10000.0
11404892,M,South East,Tin,52.0,F,London,12,36,1,0.00%,5,0,0,0.01
11405376,F,South East,Tin,24.0,C,S & S East,14,49,1,0.00%,8,2,1,0.01
11408596,F,Scottish,Tin,16.0,C,C Scotland,2,48,1,0.00%,4,0,0,0.01
11409061,F,North,Tin,28.0,D,N West,15,57,1,0.00%,5,2,1,0.01
11412925,F,Scottish,Tin,12.0,B,N Scot,14,46,1,0.00%,5,2,1,0.01
11415975,F,North,Tin,22.0,C,Yorkshire,9,44,1,0.00%,9,0,0,0.01
11416408,F,South East,Silver,51.0,F,London,10,36,1,0.00%,4,2,1,2100.0
11416742,F,South East,Silver,17.0,C,London,8,58,1,0.00%,6,0,0,3540.0
11417722,M,Midlands,Silver,52.0,F,Midlands,8,40,1,0.00%,4,0,0,960.0
11418338,F,Midlands,Platinum,18.0,C,Midlands,9,73,1,0.00%,4,0,0,22000.0
11419393,F,South East,Silver,44.0,E,S & S East,9,39,1,0.00%,6,0,0,1500.0
11425296,F,South East,Silver,16.0,C,London,12,37,1,0.00%,2,1,1,3000.0
11427353,F,North,Silver,1.0,A,N West,4,46,1,0.00%,30,0,0,2201.6
11427825,F,North,Gold,8.0,B,Yorkshire,7,74,1,0.00%,5,1,1,6000.0
11431148,F,Midlands,Silver,38.0,E,Wales & West,11,66,1,0.00%,2,0,0,3000.0
11432861,M,South East,Tin,4.0,A,London,8,49,1,0.00%,8,0,0,0.01
11435445,U,Scottish,Tin,1.0,A,C Scotland,3,43,1,0.00%,7,0,0,0.01
11441739,F,South East,Gold,10.0,B,London,9,53,1,0.00%,8,0,0,18105.32
11442778,U,Midlands,Gold,32.0,D,Wales & West,6,76,1,0.00%,4,0,0,6053.34
11443561,F,South East,Tin,4.0,A,London,11,37,1,0.00%,5,1,1,0.01
11444126,F,South East,Gold,28.0,D,S & S East,8,76,1,0.00%,6,1,1,16106.7
11450436,F,South East,Tin,23.0,C,S & S East,15,42,1,0.00%,9,1,1,0.01
11457163,M,Scottish,Gold,52.0,F,N Scot,10,74,1,0.00%,12,0,0,10000.0
11464747,F,North,Silver,53.0,F,N West,8,54,1,0.00%,8,0,0,1200.0
11469234,M,South East,Silver,9.0,B,London,5,41,1,0.00%,24,0,0,20.0
11470798,F,Midlands,Gold,53.0,F,Midlands,9,62,1,0.00%,3,1,1,14053.34
11470844,U,Midlands,Gold,1.0,A,Midlands,13,70,1,0.00%,5,0,0,6000.0
11477598,F,North,Gold,51.0,F,N East,7,54,1,0.00%,3,0,0,6000.0
11484349,M,South West,Gold,38.0,E,S West,10,74,1,0.00%,15,0,0,12158.67
11487119,U,Midlands,Tin,53.0,F,Wales & West,8,55,1,0.00%,1,0,0,0.01
11491884,F,North,Silver,52.0,F,Yorkshire,7,78,1,0.00%,6,0,0,3000.0
11492813,F,South East,Silver,26.0,C,London,6,40,1,0.00%,4,0,0,3000.0
11495782,U,South East,Tin,28.0,D,London,6,38,1,0.00%,4,1,1,0.01
11497564,F,North,Gold,52.0,F,N East,9,46,1,0.00%,2,0,0,6000.0
11499133,F,North,Silver,51.0,F,N West,10,48,1,0.00%,9,0,0,3824.7
11499214,F,South East,Tin,14.0,B,London,10,47,1,0.00%,4,1,1,0.01
11499834,F,South East,Silver,55.0,U,London,4,47,1,0.00%,6,0,0,3000.0
11500697,M,South East,Tin,3.0,A,London,5,41,1,0.00%,8,0,0,0.01
11502045,F,Midlands,Silver,41.0,E,Midlands,10,37,1,0.00%,9,1,1,300.0
11506881,F,South East,Gold,10.0,B,London,9,50,1,0.00%,5,0,0,8857.64
11510056,F,Midlands,Gold,25.0,C,Midlands,12,70,1,0.00%,8,1,1,9000.0
11511095,F,South East,Gold,30.0,D,S & S East,9,41,1,0.00%,1,0,0,6000.0
11519770,M,South East,Silver,9.0,B,London,11,40,1,0.00%,5,0,0,1000.0
11523395,F,North,Tin,38.0,E,N East,8,41,1,0.00%,5,0,0,0.01
11525053,F,Midlands,Silver,45.0,E,Wales & West,13,34,1,0.00%,3,1,1,5000.0
11532181,M,South East,Tin,32.0,D,London,5,42,1,0.00%,8,0,0,0.01
11536675,M,South East,Tin,22.0,C,London,2,31,1,0.00%,5,0,0,0.01
11549556,U,Scottish,Silver,44.0,E,C Scotland,3,61,1,0.00%,8,0,0,1000.0
11554959,F,South East,Gold,12.0,B,London,10,46,1,0.00%,0,0,0,6000.0
11555033,M,South West,Gold,15.0,B,S West,12,57,1,0.00%,8,0,0,12000.0
11555912,F,Midlands,Silver,29.0,D,East,3,42,1,0.00%,2,1,1,2000.0
11557222,F,South East,Silver,24.0,C,London,11,53,1,0.00%,5,1,1,2920.0
11557605,F,South East,Silver,14.0,B,London,5,47,1,0.00%,4,0,0,4000.0
11561858,M,South East,Silver,32.0,D,S & S East,10,70,1,0.00%,8,0,0,1500.0
11562579,M,South East,Silver,3.0,A,London,5,55,1,0.00%,7,0,0,4000.0
11571896,F,South West,Tin,44.0,E,S West,7,38,1,0.00%,5,0,0,0.01
11573228,F,North,Silver,28.0,D,N West,7,51,1,0.00%,1,0,0,1200.0
11573929,F,South East,Silver,24.0,C,London,5,62,1,0.00%,9,0,0,3000.0
11581107,F,Midlands,Silver,50.0,F,East,4,57,1,0.00%,8,0,0,1248.5
11581859,F,Midlands,Gold,24.0,C,Midlands,8,48,1,0.00%,8,0,0,10884.25
11583479,M,South East,Silver,4.0,A,London,12,62,1,0.00%,5,0,0,2000.0
11586052,F,North,Silver,22.0,C,N West,7,51,1,0.00%,9,0,0,300.0
11586788,M,South East,Silver,36.0,E,S & S East,11,50,1,0.00%,4,0,0,1200.0
11587601,M,South East,Gold,14.0,B,London,5,66,1,0.00%,6,0,0,7000.0
11599022,F,South East,Silver,2.0,A,S & S East,9,76,1,0.00%,30,1,1,1000.0
11599871,F,South East,Tin,14.0,B,London,9,36,1,0.00%,9,1,1,0.01
11604255,M,Midlands,Gold,41.0,E,Midlands,5,77,1,0.00%,8,0,0,18400.0
11607785,U,North,Tin,4.0,A,N West,7,50,1,0.00%,8,0,0,0.01
11616814,F,South East,Tin,21.0,C,London,10,54,1,0.00%,7,1,1,0.01
11619805,F,Midlands,Silver,38.0,E,Midlands,6,53,1,0.00%,5,0,0,2000.0
11622903,F,South East,Tin,37.0,E,S & S East,8,55,1,0.00%,4,0,0,0.01
11623705,F,South East,Silver,4.0,A,London,13,51,1,0.00%,1,0,0,3900.0
11635037,M,Midlands,Gold,37.0,E,East,10,64,1,0.00%,5,0,0,6000.0
11636122,F,Midlands,Tin,52.0,F,Midlands,11,31,1,0.00%,4,1,1,0.01
11640936,M,North,Gold,30.0,D,Yorkshire,6,62,1,0.00%,2,0,0,12000.0
11644516,F,Midlands,Gold,42.0,E,Midlands,13,42,1,0.00%,4,1,1,6000.0
11646438,F,South East,Gold,12.0,B,London,7,42,1,0.00%,4,0,0,9750.0
11651369,F,South East,Silver,22.0,C,London,11,41,1,0.00%,3,1,1,5000.0
11653329,F,North,Gold,32.0,D,Yorkshire,11,43,1,0.00%,1,0,0,6000.0
11654465,F,Midlands,Gold,52.0,F,Midlands,7,77,1,0.00%,1,0,0,6000.0
11659408,F,North,Silver,4.0,A,N West,10,71,1,0.00%,8,0,0,3000.0
11660481,F,South East,Silver,21.0,C,London,6,33,1,0.00%,10,0,0,4800.0
11661992,M,Midlands,Silver,28.0,D,East,6,63,1,0.00%,8,0,0,2000.0
11666498,M,Midlands,Tin,47.0,F,Midlands,12,37,1,0.00%,8,1,1,0.01
11666854,M,South East,Silver,3.0,A,London,7,43,1,0.00%,.,0,0,4884.25
11667311,M,Midlands,Gold,12.0,B,Midlands,11,69,1,0.00%,5,0,0,10500.0
11668881,F,North,Silver,53.0,F,N West,7,30,1,0.00%,9,1,1,600.0
11670991,F,North,Silver,18.0,C,N East,8,29,1,0.00%,5,0,0,422.91
11673311,F,South East,Silver,18.0,C,London,9,50,1,0.00%,5,0,0,4100.0
11675934,U,North,Silver,2.0,A,N West,11,76,1,0.00%,5,0,0,3000.0
11679212,M,Midlands,Gold,44.0,E,East,7,61,1,0.00%,4,1,1,6000.0
11679530,U,South East,Gold,24.0,C,S & S East,9,79,1,0.00%,7,0,0,6053.35
11682779,M,Midlands,Silver,24.0,C,Midlands,8,44,1,0.00%,2,0,0,3000.0
11687517,F,Midlands,Tin,27.0,D,Midlands,3,66,1,0.00%,11,0,0,0.01
11691530,F,South East,Silver,9.0,B,London,8,44,1,0.00%,11,1,1,1000.0
11696516,M,South East,Silver,29.0,D,London,3,76,1,0.00%,2,0,0,1500.0
11697849,M,South East,Gold,34.0,D,S & S East,7,54,1,0.00%,1,0,0,6000.0
11703695,M,South East,Gold,12.0,B,London,8,66,1,0.00%,8,0,0,12000.0
11704349,M,Midlands,Silver,8.0,B,Midlands,13,52,1,0.00%,5,0,0,3000.0
11706589,M,Midlands,Tin,50.0,F,Midlands,4,57,1,0.00%,5,0,0,0.01
11706929,F,Midlands,Tin,44.0,E,Midlands,4,42,1,0.00%,9,0,0,0.01
11707577,F,South East,Silver,20.0,C,London,12,36,1,0.00%,5,1,1,600.0
11716827,F,South East,Tin,50.0,F,London,4,50,1,0.00%,5,0,0,0.01
11718951,M,South East,Silver,2.0,A,S & S East,12,46,1,0.00%,1,0,0,2100.0
11719885,M,Midlands,Tin,28.0,D,East,6,54,1,0.00%,7,0,0,0.01
11722460,F,North,Tin,32.0,D,N West,8,47,1,0.00%,5,0,0,0.01
11725273,F,North,Gold,4.0,A,N West,8,44,1,0.00%,3,1,1,8000.0
11726199,F,Scottish,Tin,14.0,B,C Scotland,11,50,1,0.00%,5,0,0,0.01
11729856,M,Scottish,Gold,53.0,F,C Scotland,9,66,1,0.00%,8,0,0,10500.0
11732857,F,North,Tin,5.0,B,N East,11,35,1,0.00%,8,0,0,0.01
11734639,M,Midlands,Silver,19.0,C,Midlands,8,59,1,0.00%,7,0,0,3053.82
11735090,F,Midlands,Platinum,5.0,B,East,7,56,1,0.00%,9,0,0,21800.0
11736712,M,Midlands,Silver,37.0,E,Midlands,11,43,1,0.00%,1,0,0,100.0
11742011,M,South East,Gold,6.0,B,S & S East,10,66,1,0.00%,1,0,0,15000.0
11745304,U,Midlands,Tin,30.0,D,East,11,77,1,0.00%,23,1,1,0.01
11745592,M,South East,Gold,28.0,D,London,9,72,1,0.00%,8,0,0,12000.0
11748710,M,Midlands,Silver,35.0,D,East,8,41,1,0.00%,4,1,1,2000.0
11751894,F,North,Silver,16.0,C,Yorkshire,7,77,1,0.00%,13,1,1,2500.0
11752394,M,South East,Tin,44.0,E,London,10,40,1,0.00%,5,0,0,0.01
11752882,F,South East,Silver,31.0,D,London,5,39,1,0.00%,3,0,0,3000.0
11754591,U,South East,Tin,29.0,D,London,9,38,1,0.00%,8,0,0,0.01
11758058,M,South East,Gold,41.0,E,S & S East,3,65,1,0.00%,29,0,0,13141.81
11762152,F,South East,Tin,32.0,D,London,8,39,1,0.00%,8,1,1,0.01
11764007,F,South East,Silver,21.0,C,London,2,58,1,0.00%,4,0,0,420.0
11764600,F,South East,Tin,22.0,C,London,14,34,1,0.00%,10,1,1,0.01
11767227,U,Midlands,Silver,39.0,E,Midlands,10,68,1,0.00%,19,0,0,600.0
11768770,F,South West,Tin,53.0,F,S West,10,54,1,0.00%,8,0,0,0.01
11769238,M,South East,Silver,7.0,B,London,7,57,1,0.00%,8,0,0,3000.0
11770503,F,South East,Silver,19.0,C,S & S East,11,65,1,0.00%,7,0,0,50.0
11780371,F,South West,Silver,6.0,B,S West,7,70,1,0.00%,19,0,0,3000.0
11789638,F,North,Silver,18.0,C,N West,6,38,1,0.00%,6,0,0,1800.0
11790156,F,North,Tin,12.0,B,N West,13,39,1,0.00%,8,0,0,0.01
11798238,M,South East,Silver,15.0,B,S & S East,18,40,1,0.00%,8,2,1,3000.0
11799048,M,South East,Silver,52.0,F,London,11,55,1,0.00%,4,0,0,4000.0
11799838,F,Midlands,Tin,2.0,A,Midlands,10,67,1,0.00%,8,0,0,0.01
11811048,F,Midlands,Tin,32.0,D,Midlands,9,33,1,0.00%,8,1,1,0.01
11814942,F,North,Silver,52.0,F,N West,13,36,1,0.00%,9,0,0,2400.0
11816317,F,North,Silver,17.0,C,N East,9,38,1,0.00%,10,1,1,3000.0
11816759,F,North,Tin,47.0,F,N East,10,38,1,0.00%,8,0,0,0.01
11819634,M,South East,Silver,21.0,C,London,8,27,1,0.00%,1,1,1,1200.0
11822333,F,South East,Silver,51.0,F,London,2,48,1,0.00%,8,0,0,480.0
